DatasetID	PortalURI	NumMatchingSubjects	AvailableImageModalites	sessions	tasks	fmriprep	mriqc
ds001399	https://github.com/OpenNeuroDatasets/ds001399	3	['anat', 'fmap', 'func']	['01', '02']	['delay', 'reward']	False	https://github.com/OpenNeuroDerivatives/ds001399-mriqc
ds001408	https://github.com/OpenNeuroDatasets/ds001408	52	['anat', 'func']	['1preEEG', '2postEEG']	['rest']	False	False
ds001415	https://github.com/OpenNeuroDatasets/ds001415	21	['anat', 'fmap', 'func']	[]	['maplistening']	False	https://github.com/OpenNeuroDerivatives/ds001415-mriqc
ds001417	https://github.com/OpenNeuroDatasets/ds001417	36	['anat', 'func']	['after', 'before', 'followup']	['BDM', 'probe', 'responsetosnacks']	False	https://github.com/OpenNeuroDerivatives/ds001417-mriqc
ds001419	https://github.com/OpenNeuroDatasets/ds001419	1	['anat', 'dwi', 'func']	[]	['imagery', 'rest']	https://github.com/OpenNeuroDerivatives/ds001419-fmriprep	https://github.com/OpenNeuroDerivatives/ds001419-mriqc
ds001420	https://github.com/OpenNeuroDatasets/ds001420	2	['anat', 'pet']	['baseline', 'rescan']	[]	False	False
ds001421	https://github.com/OpenNeuroDatasets/ds001421	1	['anat', 'pet']	['baseline', 'rescan']	[]	False	False
ds001430	https://github.com/OpenNeuroDatasets/ds001430	31	['anat', 'fmap', 'func']	[]	['loc', 'phase1', 'phase2', 'phase3']	False	https://github.com/OpenNeuroDerivatives/ds001430-mriqc
ds001439	https://github.com/OpenNeuroDatasets/ds001439	18	['anat', 'func']	[]	['ieh', 'tom']	False	False
ds001450	https://github.com/OpenNeuroDatasets/ds001450	2	['func']	[]	['rest']	False	False
ds001454	https://github.com/OpenNeuroDatasets/ds001454	24	['anat', 'beh', 'fmap', 'func']	['1', '2']	['rest', 'satellite', 'test']	False	https://github.com/OpenNeuroDerivatives/ds001454-mriqc
ds001461	https://github.com/OpenNeuroDatasets/ds001461	81	['func']	[]	['rest']	False	False
ds001482	https://github.com/OpenNeuroDatasets/ds001482	33	['anat', 'func']	[]	['vocal']	False	False
ds001486	https://github.com/OpenNeuroDatasets/ds001486	132	['anat', 'func']	['T1', 'T2']	['Mult', 'Num', 'Rhyming', 'Sub']	False	https://github.com/OpenNeuroDerivatives/ds001486-mriqc
ds001491	https://github.com/OpenNeuroDatasets/ds001491	20	['anat', 'func']	[]	['FlavorRun1', 'FlavorRun2', 'FlavorRun3', 'FlavorRun4', 'images']	False	https://github.com/OpenNeuroDerivatives/ds001491-mriqc
ds001497	https://github.com/OpenNeuroDatasets/ds001497	10	['anat', 'func']	[]	['LTM']	https://github.com/OpenNeuroDerivatives/ds001497-fmriprep	https://github.com/OpenNeuroDerivatives/ds001497-mriqc
ds001499	https://github.com/OpenNeuroDatasets/ds001499	4	['anat', 'dwi', 'fmap', 'func']	['01', '02', '03', '04', '05', '06', '07', '08', '09', '10', '11', '12', '13', '14', '15', '16']	['5000scenes', 'localizer']	https://github.com/OpenNeuroDatasets/ds001499/tree/main/derivatives/fmriprep	https://github.com/OpenNeuroDatasets/ds001499/tree/main/derivatives/mriqc
ds001506	https://github.com/OpenNeuroDatasets/ds001506	3	['anat', 'func']	['anatomy', 'imagery01', 'imagery02', 'imagery03', 'imagery04', 'perceptionArtificialImage01', 'perceptionArtificialImage02', 'perceptionArtificialImage03', 'perceptionLetterImage01', 'perceptionNaturalImageTest01', 'perceptionNaturalImageTest02', 'perceptionNaturalImageTest03', 'perceptionNaturalImageTraining01', 'perceptionNaturalImageTraining02', 'perceptionNaturalImageTraining03', 'perceptionNaturalImageTraining04', 'perceptionNaturalImageTraining05', 'perceptionNaturalImageTraining06', 'perceptionNaturalImageTraining07', 'perceptionNaturalImageTraining08', 'perceptionNaturalImageTraining09', 'perceptionNaturalImageTraining10', 'perceptionNaturalImageTraining11', 'perceptionNaturalImageTraining12', 'perceptionNaturalImageTraining13', 'perceptionNaturalImageTraining14', 'perceptionNaturalImageTraining15']	['imagery', 'perception']	False	False
ds001510	https://github.com/OpenNeuroDatasets/ds001510	31	['anat', 'fmap', 'func']	[]	['perception', 'recall', 'schemarecall']	False	False
ds001511	https://github.com/OpenNeuroDatasets/ds001511	13	['anat', 'fmap', 'func']	[]	['CMIYC', 'scrambled']	False	https://github.com/OpenNeuroDerivatives/ds001511-mriqc
ds001517	https://github.com/OpenNeuroDatasets/ds001517	24	['anat', 'func']	[]	['pred', 'shape']	False	False
ds001521	https://github.com/OpenNeuroDatasets/ds001521	41	['anat', 'func']	[]	['localizer', 'study']	False	https://github.com/OpenNeuroDerivatives/ds001521-mriqc
ds001525	https://github.com/OpenNeuroDatasets/ds001525	17	['anat', 'func']	[]	['localizer', 'repetition']	False	False
ds001529	https://github.com/OpenNeuroDatasets/ds001529	38	['func']	['1']	['rest']	False	False
ds001534	https://github.com/OpenNeuroDatasets/ds001534	42	['anat', 'func']	[]	['calorieimage', 'foodimage']	False	https://github.com/OpenNeuroDerivatives/ds001534-mriqc
ds001541	https://github.com/OpenNeuroDatasets/ds001541	16	['anat', 'func']	['1', '2', '3', '4', '5', '6', '7', '8', '9']	['opto']	False	False
ds001545	https://github.com/OpenNeuroDatasets/ds001545	30	['anat', 'fmap', 'func']	[]	['movie']	False	https://github.com/OpenNeuroDerivatives/ds001545-mriqc
ds001547	https://github.com/OpenNeuroDatasets/ds001547	5	['anat', 'func']	[]	['rest', 'vis']	False	False
ds001551	https://github.com/OpenNeuroDatasets/ds001551	34	['anat', 'func']	[]	['trust']	False	False
ds001553	https://github.com/OpenNeuroDatasets/ds001553	3	['anat', 'func']	['01', '02', '03', '04', '05', '06', '07', '08', '09', '10', '11']	['checkerboard', 'rest']	False	False
ds001554	https://github.com/OpenNeuroDatasets/ds001554	23	['anat', 'func']	[]	['listening']	False	https://github.com/OpenNeuroDerivatives/ds001554-mriqc
ds001555	https://github.com/OpenNeuroDatasets/ds001555	3	['anat', 'func']	['01', '02', '03', '04', '05', '06', '07', '08', '09', '10', '11', '12']	['FullFovAttentionTask', 'FullFovNoAttentionTask', 'HalfFovNoTask']	False	False
ds001563	https://github.com/OpenNeuroDatasets/ds001563	1	['anat']	[]	[]	False	False
ds001566	https://github.com/OpenNeuroDatasets/ds001566	1	['anat', 'func']	[]	['rest']	False	False
ds001576	https://github.com/OpenNeuroDatasets/ds001576	36	['anat', 'func']	[]	['dnms', 'learn']	False	https://github.com/OpenNeuroDerivatives/ds001576-mriqc
ds001583	https://github.com/OpenNeuroDatasets/ds001583	21	['anat', 'func']	[]	['proactive']	False	False
ds001590	https://github.com/OpenNeuroDatasets/ds001590	32	['anat', 'dwi', 'fmap', 'func']	[]	['loc', 'ser', 'sim']	False	https://github.com/OpenNeuroDerivatives/ds001590-mriqc
ds001591	https://github.com/OpenNeuroDatasets/ds001591	2	['anat', 'func']	['1']	['rest']	False	False
ds001595	https://github.com/OpenNeuroDatasets/ds001595	1	['anat', 'dwi', 'fmap', 'func']	[]	['rest']	False	https://github.com/OpenNeuroDerivatives/ds001595-mriqc
ds001597	https://github.com/OpenNeuroDatasets/ds001597	20	['anat', 'fmap', 'func']	['post', 'pre']	['cuedMFM']	False	https://github.com/OpenNeuroDerivatives/ds001597-mriqc
ds001600	https://github.com/OpenNeuroDatasets/ds001600	1	['anat', 'fmap', 'func']	[]	['rest']	False	False
ds001607	https://github.com/OpenNeuroDatasets/ds001607	32	['anat', 'func']	[]	['learn', 'loc', 'test']	False	https://github.com/OpenNeuroDerivatives/ds001607-mriqc
ds001608	https://github.com/OpenNeuroDatasets/ds001608	21	['anat', 'func']	[]	['viewclips']	False	https://github.com/OpenNeuroDerivatives/ds001608-mriqc
ds001612	https://github.com/OpenNeuroDatasets/ds001612	24	['anat', 'func']	[]	['loc', 'main']	https://github.com/OpenNeuroDerivatives/ds001612-fmriprep	https://github.com/OpenNeuroDerivatives/ds001612-mriqc
ds001614	https://github.com/OpenNeuroDatasets/ds001614	31	['anat', 'func']	[]	['learn', 'localizer', 'respTrain', 'test']	False	https://github.com/OpenNeuroDerivatives/ds001614-mriqc
ds001618	https://github.com/OpenNeuroDatasets/ds001618	36	['func']	[]	['autobio', 'nback', 'self']	False	False
ds001619	https://github.com/OpenNeuroDatasets/ds001619	11	['anat', 'fmap', 'func']	[]	['vtsreward']	False	False
ds001621	https://github.com/OpenNeuroDatasets/ds001621	20	['anat', 'func']	[]	['commstruc']	False	False
ds001634	https://github.com/OpenNeuroDatasets/ds001634	19	['anat', 'func']	[]	['WM']	False	https://github.com/OpenNeuroDerivatives/ds001634-mriqc
ds001635	https://github.com/OpenNeuroDatasets/ds001635	16	['anat', 'func']	[]	['WM']	False	https://github.com/OpenNeuroDerivatives/ds001635-mriqc
ds001652	https://github.com/OpenNeuroDatasets/ds001652	8	['anat', 'func']	[]	['ironiavev']	False	False
ds001653	https://github.com/OpenNeuroDatasets/ds001653	29	['anat', 'func']	['1', '2']	['rest']	False	False
ds001705	https://github.com/OpenNeuroDatasets/ds001705	5	['anat', 'pet']	['baseline', 'displaced']	[]	False	False
ds001715	https://github.com/OpenNeuroDatasets/ds001715	34	['anat', 'func']	[]	['dts']	False	https://github.com/OpenNeuroDerivatives/ds001715-mriqc
ds001720	https://github.com/OpenNeuroDatasets/ds001720	255	['func']	['1']	['rest']	False	False
ds001722	https://github.com/OpenNeuroDatasets/ds001722	19	['anat', 'func']	[]	['tom']	False	False
ds001725	https://github.com/OpenNeuroDatasets/ds001725	40	['anat', 'func']	['1']	['rest']	False	False
ds001728	https://github.com/OpenNeuroDatasets/ds001728	1	['anat', 'func']	[]	['rest']	False	False
ds001734	https://github.com/OpenNeuroDatasets/ds001734	108	['anat', 'fmap', 'func']	[]	['MGT']	https://github.com/OpenNeuroDerivatives/ds001734-fmriprep	https://github.com/OpenNeuroDerivatives/ds001734-mriqc
ds001740	https://github.com/OpenNeuroDatasets/ds001740	25	['anat', 'fmap', 'func']	[]	['convers']	False	https://github.com/OpenNeuroDerivatives/ds001740-mriqc
ds001743	https://github.com/OpenNeuroDatasets/ds001743	12	['anat', 'dwi']	[]	[]	False	False
ds001745	https://github.com/OpenNeuroDatasets/ds001745	24	['anat', 'func']	[]	['ImageLoc', 'StudyTest', 'loc']	False	https://github.com/OpenNeuroDerivatives/ds001745-mriqc
ds001747	https://github.com/OpenNeuroDatasets/ds001747	92	['anat', 'func']	[]	['rest']	False	https://github.com/OpenNeuroDerivatives/ds001747-mriqc
ds001748	https://github.com/OpenNeuroDatasets/ds001748	62	['anat', 'func']	[]	['autobio', 'episodic', 'semantic']	https://github.com/OpenNeuroDerivatives/ds001748-fmriprep	https://github.com/OpenNeuroDerivatives/ds001748-mriqc
ds001751	https://github.com/OpenNeuroDatasets/ds001751	20	['anat', 'fmap', 'func']	[]	['flanker']	False	https://github.com/OpenNeuroDerivatives/ds001751-mriqc
ds001761	https://github.com/OpenNeuroDatasets/ds001761	4	['anat', 'func']	['01', '02', '03', '04', '05', '06', '07', '08']	['faces', 'loc']	https://github.com/OpenNeuroDerivatives/ds001761-fmriprep	https://github.com/OpenNeuroDerivatives/ds001761-mriqc
ds001762	https://github.com/OpenNeuroDatasets/ds001762	31	['anat', 'func']	[]	['forage']	False	https://github.com/OpenNeuroDerivatives/ds001762-mriqc
ds001769	https://github.com/OpenNeuroDatasets/ds001769	16	['func']	['movie']	['movie']	False	False
ds001771	https://github.com/OpenNeuroDatasets/ds001771	40	['anat', 'dwi', 'fmap', 'func']	[]	['identification', 'localizer', 'rest']	False	https://github.com/OpenNeuroDerivatives/ds001771-mriqc
ds001775	https://github.com/OpenNeuroDatasets/ds001775	24	['anat', 'func']	[]	['RP', 'restudy']	False	https://github.com/OpenNeuroDerivatives/ds001775-mriqc
ds001780	https://github.com/OpenNeuroDatasets/ds001780	1	['anat']	[]	[]	False	False
ds001784	https://github.com/OpenNeuroDatasets/ds001784	14	['anat', 'beh', 'eeg']	[]	['afmsit', 'rest']	False	False
ds001785	https://github.com/OpenNeuroDatasets/ds001785	19	['eeg', 'ieeg']	['01']	['01', '02', '03', 'adapt', 'thrdown', 'thrup']	False	False
ds001787	https://github.com/OpenNeuroDatasets/ds001787	24	['eeg']	['01', '02', '03']	['meditation']	False	False
ds001796	https://github.com/OpenNeuroDatasets/ds001796	64	['anat', 'dwi', 'fmap', 'func']	[]	['flanker', 'rest']	False	False
ds001810	https://github.com/OpenNeuroDatasets/ds001810	47	['eeg']	['anodalpost', 'anodalpre', 'anodaltDCS', 'cathodalpost', 'cathodalpre', 'cathodaltDCS']	['attentionalblink']	False	False
ds001814	https://github.com/OpenNeuroDatasets/ds001814	35	['anat', 'func']	[]	['ARC']	False	https://github.com/OpenNeuroDerivatives/ds001814-mriqc
ds001818	https://github.com/OpenNeuroDatasets/ds001818	50	['anat', 'func']	['01', '02']	['localizer', 'probe', 'responsetostim', 'training']	False	https://github.com/OpenNeuroDerivatives/ds001818-mriqc
ds001832	https://github.com/OpenNeuroDatasets/ds001832	16	['anat', 'func']	['0', '1', '2', '3', '4']	['rest']	https://github.com/OpenNeuroDerivatives/ds001832-fmriprep	https://github.com/OpenNeuroDerivatives/ds001832-mriqc
ds001838	https://github.com/OpenNeuroDatasets/ds001838	53	['anat', 'func']	['01']	['Adaptation']	False	https://github.com/OpenNeuroDerivatives/ds001838-mriqc
ds001839	https://github.com/OpenNeuroDatasets/ds001839	6	['anat', 'func']	[]	['rest15', 'rest30', 'stand15', 'stand30', 'step15', 'step30']	False	False
ds001840	https://github.com/OpenNeuroDatasets/ds001840	24	['anat', 'func']	[]	['viewclips']	False	https://github.com/OpenNeuroDerivatives/ds001840-mriqc
ds001847	https://github.com/OpenNeuroDatasets/ds001847	32	['anat', 'func']	[]	['photo']	False	https://github.com/OpenNeuroDerivatives/ds001847-mriqc
ds001848	https://github.com/OpenNeuroDatasets/ds001848	52	['anat', 'func']	['01']	['ParallelAdaptation']	False	https://github.com/OpenNeuroDerivatives/ds001848-mriqc
ds001849	https://github.com/OpenNeuroDatasets/ds001849	20	['eeg']	[]	['tmseegrest']	False	False
ds001868	https://github.com/OpenNeuroDatasets/ds001868	1	['anat', 'ieeg']	['postimp', 'postop', 'preimp']	['seizure']	False	False
ds001875	https://github.com/OpenNeuroDatasets/ds001875	9	['anat', 'dwi', 'func']	[]	['rest']	False	False
ds001882	https://github.com/OpenNeuroDatasets/ds001882	20	['anat', 'func']	['01']	['SIC']	False	https://github.com/OpenNeuroDerivatives/ds001882-mriqc
ds001883	https://github.com/OpenNeuroDatasets/ds001883	21	['anat', 'func']	['01']	['SRC']	False	https://github.com/OpenNeuroDerivatives/ds001883-mriqc
ds001890	https://github.com/OpenNeuroDatasets/ds001890	30	['anat', 'func']	['1', '2']	['rest']	False	False
ds001894	https://github.com/OpenNeuroDatasets/ds001894	188	['anat', 'dwi', 'func']	['T1', 'T2']	['AANonWord', 'AAWord', 'AVNonWord', 'AVWord', 'VVNonWord', 'VVWord']	False	https://github.com/OpenNeuroDerivatives/ds001894-mriqc
ds001907	https://github.com/OpenNeuroDatasets/ds001907	46	['anat', 'func']	['1', '2']	['ANT']	False	https://github.com/OpenNeuroDerivatives/ds001907-mriqc
ds001912	https://github.com/OpenNeuroDatasets/ds001912	17	['anat', 'func']	['01', '02']	['MID', 'MTMST']	False	https://github.com/OpenNeuroDerivatives/ds001912-mriqc
ds001919	https://github.com/OpenNeuroDatasets/ds001919	254	['anat', 'dwi']	[]	[]	False	False
ds001921	https://github.com/OpenNeuroDatasets/ds001921	15	['anat', 'func']	[]	['forage']	False	https://github.com/OpenNeuroDerivatives/ds001921-mriqc
ds001923	https://github.com/OpenNeuroDatasets/ds001923	14	['anat', 'func']	[]	['forage']	False	https://github.com/OpenNeuroDerivatives/ds001923-mriqc
ds001926	https://github.com/OpenNeuroDatasets/ds001926	32	['anat', 'fmap', 'func']	['day1', 'day2']	['localizer', 'post', 'study', 'test']	False	False
ds001927	https://github.com/OpenNeuroDatasets/ds001927	23	['anat', 'func']	['ctr', 'fro', 'occ']	['restpost', 'restpre']	False	https://github.com/OpenNeuroDerivatives/ds001927-mriqc
ds001928	https://github.com/OpenNeuroDatasets/ds001928	40	['anat', 'dwi', 'func']	[]	['rest1', 'rest2', 'rest3', 'rest4']	False	https://github.com/OpenNeuroDerivatives/ds001928-mriqc
ds001942	https://github.com/OpenNeuroDatasets/ds001942	10	['anat', 'dwi', 'fmap', 'func']	['SES01', 'SES02', 'SES03', 'SES04', 'SES05']	['auditory', 'rest']	False	False
ds001945	https://github.com/OpenNeuroDatasets/ds001945	34	['anat']	[]	[]	False	False
ds001946	https://github.com/OpenNeuroDatasets/ds001946	24	['anat', 'fmap', 'func']	[]	['actions', 'loc']	False	https://github.com/OpenNeuroDerivatives/ds001946-mriqc
ds001966	https://github.com/OpenNeuroDatasets/ds001966	29	['anat', 'fmap', 'func']	[]	['doubleauction']	False	False
ds001971	https://github.com/OpenNeuroDatasets/ds001971	20	['eeg']	[]	['AudioCueWalkingStudy']	False	False
ds001972	https://github.com/OpenNeuroDatasets/ds001972	33	['anat']	['01']	[]	False	False
ds001978	https://github.com/OpenNeuroDatasets/ds001978	14	['anat', 'fmap', 'func']	['01']	['dispAtt', 'motAtt']	False	False
ds001981	https://github.com/OpenNeuroDatasets/ds001981	24	['anat', 'func']	[]	['efs', 'rs']	False	False
ds001984	https://github.com/OpenNeuroDatasets/ds001984	15	['anat', 'fmap', 'func']	['01']	['cont', 'disp', 'mot']	False	False
ds002000	https://github.com/OpenNeuroDatasets/ds002000	21	['anat', 'func']	[]	['rf']	False	https://github.com/OpenNeuroDerivatives/ds002000-mriqc
ds002001	https://github.com/OpenNeuroDatasets/ds002001	11	['anat', 'meg']	['20140502', '20140507', '20140508', '20140509', '20140512', '20140513', '20140603']	['noise', 'rivalry']	False	False
ds002006	https://github.com/OpenNeuroDatasets/ds002006	30	['anat', 'func']	[]	['ColorDots', 'FoodChoice', 'Memory']	False	https://github.com/OpenNeuroDerivatives/ds002006-mriqc
ds002011	https://github.com/OpenNeuroDatasets/ds002011	22	['anat', 'func']	[]	['Overlap', 'ppalocalizer']	False	https://github.com/OpenNeuroDerivatives/ds002011-mriqc
ds002013	https://github.com/OpenNeuroDatasets/ds002013	4	['anat', 'func']	[]	['CircCon', 'CircRun']	https://github.com/OpenNeuroDerivatives/ds002013-fmriprep	https://github.com/OpenNeuroDerivatives/ds002013-mriqc
ds002014	https://github.com/OpenNeuroDatasets/ds002014	1	['anat', 'func']	[]	['languageproduction']	https://github.com/OpenNeuroDerivatives/ds002014-fmriprep	https://github.com/OpenNeuroDerivatives/ds002014-mriqc
ds002016	https://github.com/OpenNeuroDatasets/ds002016	4	['anat']	[]	[]	False	False
ds002033	https://github.com/OpenNeuroDatasets/ds002033	43	['anat', 'func']	['01']	['ChangeDetection']	False	https://github.com/OpenNeuroDerivatives/ds002033-mriqc
ds002034	https://github.com/OpenNeuroDatasets/ds002034	14	['eeg']	['01', '02', '03']	['offline', 'offlinecatch', 'onlinereal', 'onlinesham']	False	False
ds002040	https://github.com/OpenNeuroDatasets/ds002040	1	['anat']	['01']	[]	False	False
ds002041	https://github.com/OpenNeuroDatasets/ds002041	25	['anat', 'func', 'pet']	[]	['TD', 'rest']	False	False
ds002076	https://github.com/OpenNeuroDatasets/ds002076	13	['anat', 'func']	[]	['layer', 'localizer']	False	False
ds002080	https://github.com/OpenNeuroDatasets/ds002080	29	['anat', 'dwi', 'func']	['postop']	['rest']	False	https://github.com/OpenNeuroDerivatives/ds002080-mriqc
ds002087	https://github.com/OpenNeuroDatasets/ds002087	1	['dwi']	[]	[]	False	False
ds002094	https://github.com/OpenNeuroDatasets/ds002094	20	['eeg']	[]	['rest', 'tmseeg1', 'tmseeg2']	False	False
ds002105	https://github.com/OpenNeuroDatasets/ds002105	24	['anat', 'fmap', 'func']	['a1', 'a2', 'b1', 'b2', 'rest']	['a', 'b', 'rest']	False	https://github.com/OpenNeuroDerivatives/ds002105-mriqc
ds002116	https://github.com/OpenNeuroDatasets/ds002116	57	['anat', 'func']	['01']	['Adaptation']	False	https://github.com/OpenNeuroDerivatives/ds002116-mriqc
ds002134	https://github.com/OpenNeuroDatasets/ds002134	31	['anat', 'func']	['1', '2', '3', '4']	['opto10', 'opto20', 'opto5', 'rest']	False	False
ds002149	https://github.com/OpenNeuroDatasets/ds002149	20	['anat', 'func']	[]	['condassoc']	False	https://github.com/OpenNeuroDerivatives/ds002149-mriqc
ds002153	https://github.com/OpenNeuroDatasets/ds002153	1	['anat', 'func']	[]	['rest']	https://github.com/OpenNeuroDerivatives/ds002153-fmriprep	https://github.com/OpenNeuroDerivatives/ds002153-mriqc
ds002154	https://github.com/OpenNeuroDatasets/ds002154	24	['func']	['1', '2']	['rest']	False	False
ds002155	https://github.com/OpenNeuroDatasets/ds002155	20	['anat', 'func']	[]	['graphemes', 'regularity']	False	https://github.com/OpenNeuroDerivatives/ds002155-mriqc
ds002156	https://github.com/OpenNeuroDatasets/ds002156	1	['anat', 'fmap', 'func']	['01', '02', '03', '04']	['rest']	https://github.com/OpenNeuroDerivatives/ds002156-fmriprep	https://github.com/OpenNeuroDerivatives/ds002156-mriqc
ds002158	https://github.com/OpenNeuroDatasets/ds002158	20	['anat', 'eeg', 'fmap', 'func']	['001']	['main', 'rest']	https://github.com/OpenNeuroDatasets/ds002158/tree/main/derivatives/fmriprep	False
ds002165	https://github.com/OpenNeuroDatasets/ds002165	1	['anat', 'func']	['01']	['ShortExample']	False	False
ds002168	https://github.com/OpenNeuroDatasets/ds002168	48	['anat', 'fmap', 'func']	[]	['mst']	False	https://github.com/OpenNeuroDerivatives/ds002168-mriqc
ds002169	https://github.com/OpenNeuroDatasets/ds002169	33	['anat', 'fmap', 'func']	[]	['CCD', 'loca']	False	https://github.com/OpenNeuroDerivatives/ds002169-mriqc
ds002179	https://github.com/OpenNeuroDatasets/ds002179	1	['anat']	[]	[]	False	False
ds002181	https://github.com/OpenNeuroDatasets/ds002181	226	['eeg']	[]	['Baseline']	False	False
ds002185	https://github.com/OpenNeuroDatasets/ds002185	22	['anat', 'dwi', 'func']	[]	['odors']	False	False
ds002207	https://github.com/OpenNeuroDatasets/ds002207	7	['anat']	[]	[]	False	False
ds002218	https://github.com/OpenNeuroDatasets/ds002218	18	['eeg']	[]	['Experiment']	False	False
ds002236	https://github.com/OpenNeuroDatasets/ds002236	91	['anat', 'func']	[]	['AudRhyme', 'AudSem', 'AudSpell', 'VisRhyme', 'VisSem', 'VisSpell']	False	https://github.com/OpenNeuroDerivatives/ds002236-mriqc
ds002237	https://github.com/OpenNeuroDatasets/ds002237	16	['anat', 'func']	[]	['loc', 'postmemory', 'prememory', 'rsvp']	False	False
ds002241	https://github.com/OpenNeuroDatasets/ds002241	31	['anat', 'func']	[]	['drawing', 'recognition']	False	False
ds002242	https://github.com/OpenNeuroDatasets/ds002242	35	['anat', 'func']	[]	['stt']	False	False
ds002250	https://github.com/OpenNeuroDatasets/ds002250	20	['anat', 'func']	[]	['firstthird', 'so', 'tom']	False	https://github.com/OpenNeuroDerivatives/ds002250-mriqc
ds002270	https://github.com/OpenNeuroDatasets/ds002270	19	['anat', 'fmap', 'func']	[]	['viewingfoodhighres', 'viewingfoodlowres']	False	False
ds002274	https://github.com/OpenNeuroDatasets/ds002274	1	['anat']	[]	[]	False	False
ds002278	https://github.com/OpenNeuroDatasets/ds002278	1	['anat', 'fmap', 'func']	['01']	['StrangerThingsS01E01', 'localizerDetection', 'localizerEstimation']	False	False
ds002293	https://github.com/OpenNeuroDatasets/ds002293	1	['anat']	[]	[]	False	False
ds002294	https://github.com/OpenNeuroDatasets/ds002294	40	['anat', 'fmap', 'func']	[]	['roletrait']	False	https://github.com/OpenNeuroDerivatives/ds002294-mriqc
ds002295	https://github.com/OpenNeuroDatasets/ds002295	7	['anat', 'fmap', 'func']	['anat', 'odc', 'odc1', 'odc2', 'odc3', 'prf']	['checkerboard', 'fixation', 'prf']	False	False
ds002306	https://github.com/OpenNeuroDatasets/ds002306	6	['anat', 'func']	[]	['test', 'training']	False	https://github.com/OpenNeuroDerivatives/ds002306-mriqc
ds002307	https://github.com/OpenNeuroDatasets/ds002307	19	['anat', 'dwi', 'func']	['1', '2', '3', '4', '5', '6', '7', '8']	['rest']	False	False
ds002311	https://github.com/OpenNeuroDatasets/ds002311	23	['anat', 'fmap', 'func']	[]	['loc', 'mot', 'postmemory', 'prememory']	False	False
ds002316	https://github.com/OpenNeuroDatasets/ds002316	36	['anat', 'fmap', 'func']	[]	['Beast', 'rest', 'reward']	False	https://github.com/OpenNeuroDerivatives/ds002316-mriqc
ds002320	https://github.com/OpenNeuroDatasets/ds002320	82	['anat', 'fmap', 'func']	[]	['circles']	False	False
ds002322	https://github.com/OpenNeuroDatasets/ds002322	26	['anat', 'func']	[]	['alice']	https://github.com/OpenNeuroDerivatives/ds002322-fmriprep	https://github.com/OpenNeuroDerivatives/ds002322-mriqc
ds002328	https://github.com/OpenNeuroDatasets/ds002328	1	['anat']	[]	[]	False	False
ds002330	https://github.com/OpenNeuroDatasets/ds002330	66	['anat', 'dwi', 'fmap', 'func']	[]	['rest']	False	False
ds002336	https://github.com/OpenNeuroDatasets/ds002336	10	['anat', 'eeg', 'func']	[]	['MIpost', 'MIpre', 'eegNF', 'eegfmriNF', 'fmriNF', 'motorloc']	https://github.com/OpenNeuroDerivatives/ds002336-fmriprep	https://github.com/OpenNeuroDerivatives/ds002336-mriqc
ds002338	https://github.com/OpenNeuroDatasets/ds002338	17	['anat', 'eeg', 'func']	[]	['1dNF', '2dNF', 'MIpost', 'MIpre']	https://github.com/OpenNeuroDerivatives/ds002338-fmriprep	https://github.com/OpenNeuroDerivatives/ds002338-mriqc
ds002345	https://github.com/OpenNeuroDatasets/ds002345	315	['anat', 'func']	[]	['21styear', 'black', 'bronx', 'forgot', 'lucy', 'merlin', 'milkyway', 'notthefall', 'pieman', 'piemanpni', 'prettymouth', 'schema', 'shapesphysical', 'shapessocial', 'sherlock', 'slumlordreach', 'tunnel']	False	https://github.com/OpenNeuroDerivatives/ds002345-mriqc
ds002351	https://github.com/OpenNeuroDatasets/ds002351	25	['anat', 'func']	[]	['LDT']	False	False
ds002355	https://github.com/OpenNeuroDatasets/ds002355	29	['anat', 'func']	[]	['localizer', 'masscolor', 'massfriction', 'masstask']	False	False
ds002358	https://github.com/OpenNeuroDatasets/ds002358	1	['anat']	[]	[]	False	False
ds002363	https://github.com/OpenNeuroDatasets/ds002363	22	['anat', 'func']	[]	['rse1']	False	https://github.com/OpenNeuroDerivatives/ds002363-mriqc
ds002366	https://github.com/OpenNeuroDatasets/ds002366	34	['anat', 'dwi', 'fmap', 'func']	['1']	['emoregRun1', 'emoregRun2', 'emoregRun3', 'emoregRun4']	False	https://github.com/OpenNeuroDerivatives/ds002366-mriqc
ds002367	https://github.com/OpenNeuroDatasets/ds002367	1	['anat']	[]	[]	False	False
ds002372	https://github.com/OpenNeuroDatasets/ds002372	1	['anat', 'func']	['func01', 'func02', 'func03', 'func04', 'func05', 'func06', 'func07', 'func08', 'func09', 'func10', 'func11', 'func12', 'func13', 'func14', 'func15', 'func16', 'func17', 'func18', 'func19', 'func20', 'func21', 'func22', 'func23', 'func24', 'func25', 'func26', 'func27', 'func28', 'func29', 'func30']	['card', 'eyes', 'gradCPT', 'movies', 'nback', 'rest', 'sst']	False	False
ds002374	https://github.com/OpenNeuroDatasets/ds002374	1	['dwi']	[]	[]	False	False
ds002380	https://github.com/OpenNeuroDatasets/ds002380	143	['anat']	[]	[]	False	False
ds002382	https://github.com/OpenNeuroDatasets/ds002382	61	['anat', 'func']	[]	['LISTEN01', 'LISTEN02', 'REPEAT01', 'REPEAT02']	False	https://github.com/OpenNeuroDerivatives/ds002382-mriqc
